RES123,What does IRB approve?,Institutional Review Board,Easy,research
RES124,Who is part of IRB?,Institutional Review Board,Medium,research
RES125,Why is IRB required?,Institutional Review Board,Easy,research
RES126,What research needs IRB approval?,Institutional Review Board,Medium,research
RES127,Is ethical review required?,Institutional Review Board,Easy,research
RES128,How does IRB function?,Institutional Review Board,Medium,research
RES129,Can students submit IRB proposals?,Institutional Review Board,Medium,research
RES130,What is IRB compliance?,Institutional Review Board,Medium,research

RES131,What are research accomplishments?,Accomplishments,Easy,research
RES132,Where can I find research achievements?,Accomplishments,Easy,research
RES133,What is included in accomplishments?,Accomplishments,Easy,research
RES134,Are awards listed?,Accomplishments,Easy,research
RES135,Are patents included?,Accomplishments,Easy,research
RES136,Who updates accomplishments?,Accomplishments,Medium,research
RES137,How are accomplishments tracked?,Accomplishments,Medium,research
RES138,Are major milestones included?,Accomplishments,Easy,research
RES139,Is research impact measured?,Accomplishments,Medium,research
RES140,Where is achievements data stored?,Accomplishments,Medium,research

RES141,What are noteworthy research contributions?,Noteworthy Contributions,Easy,research
RES142,Where are notable contributions listed?,Noteworthy Contributions,Easy,research
RES143,Why are contributions highlighted?,Noteworthy Contributions,Easy,research
RES144,Who selects notable research?,Noteworthy Contributions,Medium,research
RES145,Are breakthroughs included?,Noteworthy Contributions,Easy,research
RES146,How are contributions evaluated?,Noteworthy Contributions,Medium,research
RES147,Are publications part of contributions?,Noteworthy Contributions,Easy,research
RES148,What is impact of contributions?,Noteworthy Contributions,Medium,research
RES149,Are collaborations included?,Noteworthy Contributions,Medium,research
RES150,How is research contribution defined?,Noteworthy Contributions,Medium,research
