Question ID,Question,Expected Source,Retrieved Source,Answer Quality,Pass/Fail,Notes
Q022,What is DAU's Whistle Blowers Policy?,whistle_blowers_policy.md,whistle_blowers_policy.md,Good,Pass,
Q023,How can I report financial misconduct at DAU anonymously?,whistle_blowers_policy.md,whistle_blowers_policy.md,Good,Pass,
Q024,What is DAU's data privacy policy for alumni?,alumni_data_privacy_policy.md,alumni_data_privacy_policy.md,Good,Pass,
Q025,How does DAU protect my personal data?,alumni_data_privacy_policy.md,alumni_data_privacy_policy.md,Good,Pass,
Q026,Can I opt out of DAU alumni communications?,alumni_data_privacy_policy.md,alumni_data_privacy_policy.md,Good,Pass,
Q027,What is the E-Governance Policy at DAU?,e_governance_policy.md,e_governance_policy.md,Good,Pass,
Q028,What is the Patent Filing Policy at DAU?,patent_filing_policy.md,patent_filing_policy.md,Good,Pass,
Q029,How does a student file a patent at DAU?,patent_filing_policy.md,patent_filing_policy.md,Good,Pass,
Q030,What incentives does DAU offer for research publications?,policy_of_incentives_for_research.md,policy_of_incentives_for_research.md,Good,Pass,
Q031,What is the policy on sponsored research projects at DAU?,policy_on_the_sponsored_projects.md,policy_on_the_sponsored_projects.md,Good,Pass,
Q032,What are the Institute Thematic Research Areas (TRAs) at DAU?,policy_on_institute_thematic_research_areas.md,policy_on_institute_thematic_research_areas.md,Good,Pass,
Q033,What is the internship policy for students on sponsored projects?,internship_policy_sponsored_projects.md,internship_policy_sponsored_projects.md,Good,Pass,
Q034,What travel allowances do PhD students get for research at DAU?,phd_student_travel_policy.md,phd_student_travel_policy.md,Good,Pass,
Q035,What is the DAU Student Research Excellence Award?,policy_student_research_excellence.md,policy_student_research_excellence.md,Good,Pass,
Q036,Who is eligible for the DAU Student Research Excellence Award?,policy_student_research_excellence.md,policy_student_research_excellence.md,Good,Pass,
Q037,What is the consultancy policy at DAU?,consultancy_policy.md,consultancy_policy.md,Good,Pass,
Q038,What is the Teaching Assistantship Policy at DAU?,teaching_assistantship_policy.md,teaching_assistantship_policy.md,Good,Pass,
Q039,How much stipend do Teaching Assistants get at DAU?,teaching_assistantship_policy.md,teaching_assistantship_policy.md,Good,Pass,
Q040,What is the Teaching Fellow Policy at DAU?,teaching_fellow_policy.md,teaching_fellow_policy.md,Good,Pass,
Q041,What is the Faculty Research Publication Incentive Policy?,policy_on_faculty_research_publications.md,policy_on_faculty_research_publications.md,Good,Pass,
Q042,What are the general service conditions for DAU employees?,general_service_conditions.md,general_service_conditions.md,Good,Pass,
Q043,What is the travel reimbursement policy for faculty at DAU?,travel_policy.md,travel_policy.md,Good,Pass,
Q044,What is DAU's environment and energy usage policy?,environment_and_energy_usage_policy.md,environment_and_energy_usage_policy.md,Good,Pass,
Q045,Does DAU have solar energy? What is its capacity?,environment_and_energy_usage_policy.md,environment_and_energy_usage_policy.md,Good,Pass,
Q046,What are the vehicle rules for students at DAU?,vehicle_rules_for_students.md,vehicle_rules_for_students.md,Good,Pass,
Q047,Can students park vehicles inside the DAU campus?,vehicle_rules_for_students.md,vehicle_rules_for_students.md,Good,Pass,
Q048,What is the holiday list for DAU in 2026?,dau_holiday_list_2026.md,dau_holiday_list_2026.md,Good,Pass,
Q049,How many holidays does DAU give in a year?,dau_holiday_list_2026.md,dau_holiday_list_2026.md,Good,Pass,
Q050,What medical facilities are available at DAU?,sop_healthcare_facilities.md,sop_healthcare_facilities.md,Good,Pass,
Q051,How do I access healthcare services at DAU?,sop_healthcare_facilities.md,sop_healthcare_facilities.md,Good,Pass,
Q052,Does DAU have a medical emergency protocol?,sop_healthcare_facilities.md,sop_healthcare_facilities.md,Good,Pass,
Q053,Is there a campus doctor at DAU?,sop_healthcare_facilities.md,sop_healthcare_facilities.md,Good,Pass,
Q054,Does DAU have a tie-up with any hospital?,sop_healthcare_facilities.md,sop_healthcare_facilities.md,Good,Pass,
Q055,What is the SOP for organising events at DAU?,sop_for_event_organisation.md,sop_for_event_organisation.md,Good,Pass,
Q056,How do I get approval for hosting an event at DAU?,sop_for_event_organisation.md,sop_for_event_organisation.md,Good,Pass,
Q057,What permissions are needed to invite an external guest speaker at DAU?,sop_for_event_organisation.md,sop_for_event_organisation.md,Good,Pass,
Q058,What is the Continuing Education Programme (CEP) at DAU?,cep_policy.md,cep_policy.md,Good,Pass,
Q059,How can I enroll in a CEP course at DAU?,cep_policy.md,cep_policy.md,Good,Pass,
Q060,What is the AIP (Academic Industry Partnership) at DAU?,cep_policy.md,cep_policy.md,Good,Pass,
Q061,What is the DAIICT Act 2003?,daiict_act_2003.md,daiict_act_2003.md,Good,Pass,
Q062,What changes were made in the DAIICT Amendment Act 2024?,amended_daiict_act.md,amended_daiict_act.md,Good,Pass,
Q063,What are the objectives of DAU as per its founding act?,daiict_act_2003.md,daiict_act_2003.md,Good,Pass,
Q064,What is the governance structure of DAU?,vision_mission_strategic_plan.md,vision_mission_strategic_plan.md,Good,Pass,
Q065,What is the vision and mission of DAU?,vision_mission_strategic_plan.md,vision_mission_strategic_plan.md,Good,Pass,
Q066,What is DAU's strategic plan?,vision_mission_strategic_plan.md,vision_mission_strategic_plan.md,Good,Pass,
Q067,How has DAU implemented the National Education Policy (NEP) 2020?,nep_2020.md,nep_2020.md,Good,Pass,
Q068,What NEP 2020 initiatives has DAU launched?,nep_2020.md,nep_2020.md,Good,Pass,
Q069,What is DAU's NAAC grade and CGPA?,naac_accreditation_2023.md,naac_accreditation_2023.md,Good,Pass,
Q070,When was DAU last accredited by NAAC?,naac_accreditation_2023.md,naac_accreditation_2023.md,Good,Pass,
Q071,What is DAU's NAAC Cycle 2 Self Study Report?,naac_cycle_2_ssr.md,naac_cycle_2_ssr.md,Good,Pass,
Q072,What is DAU's NIRF ranking?,public_self_disclosure_2025.md,public_self_disclosure_2025.md,Good,Pass,
Q073,What is the GSIRF Five Star Rating for DAU?,gsirf_certificate.md,gsirf_certificate.md,Good,Pass,
Q074,What is the UGC 12B status of DAU?,ugc_12b_proforma.md,ugc_12b_proforma.md,Good,Pass,
Q075,Where can I find DAU's annual report?,annual_reports.md,annual_reports.md,Good,Pass,
Q076,What were DAU's highlights in the 2024-25 annual report?,annual_report_2024_25.md,annual_report_2024_25.md,Good,Pass,
Q077,How many students graduated from DAU in 2022-23?,annual_report_2022_23.md,annual_report_2022_23.md,Good,Pass,
Q078,What is UGC's Public Self-Disclosure requirement and how does DAU comply?,public_self_disclosure_2025.md,public_self_disclosure_2025.md,Good,Pass,
Q079,What was the UGC notification about DAU's name change?,ugc_notification_change_of_name.md,ugc_notification_change_of_name.md,Good,Pass,
Q080,What is the UGC Proforma for Inspection at DAU?,ugc_proforma_for_inspection.md,ugc_proforma_for_inspection.md,Good,Pass,
Q081,What is the fee structure for BTech at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q082,Can I get a refund if I withdraw from a course at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q083,What scholarships are available for students at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q084,What is the attendance policy for BTech students at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q085,How many absences are allowed before I lose credits at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q086,What is the library usage policy at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q087,Can students borrow books overnight from the DAU library?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q088,What is the hostel allotment policy at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q089,Is hostel accommodation mandatory for first year students at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q090,What is the IT and cybersecurity policy for students at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q091,Are students allowed to use personal laptops on the DAU campus network?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q092,What is the faculty leave policy at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q093,How many casual leaves does a DAU employee get per year?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q094,What is the maternity leave policy at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q095,What is the dress code policy at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q096,What is the alcohol and substance use policy on DAU campus?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q097,Is there a policy for student clubs and organisations at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q098,What is the sports facility usage policy at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q099,What is the data retention policy for student records at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q100,What is the policy on recording lectures at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q101,What is the social media policy for DAU students?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q102,Can students start a company while studying at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q103,What is the IP ownership policy for student projects at DAU?,patent_filing_policy.md,patent_filing_policy.md,Good,Pass,
Q104,What is the conflict of interest policy at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected
Q105,What is the policy for international students at DAU?,N/A — Missing,N/A,No Answer,Fail,Source document not yet collected

Summary,,,,,,
Questions Tested,105,,,,,
Pass Count,81,,,,,
Fail Count,24,,,,,
Accuracy Percentage,77.1%,,,,,
