Question ID,Question,Subcategory,Difficulty,Expected Source
Q091,Are students allowed to use personal laptops on the DAU campus network?,IT Policy,Easy,N/A — Missing
Q092,What is the faculty leave policy at DAU?,Faculty Policy,Medium,N/A — Missing
Q093,How many casual leaves does a DAU employee get per year?,Faculty Policy,Easy,N/A — Missing
Q094,What is the maternity leave policy at DAU?,Faculty Policy,Medium,N/A — Missing
Q095,What is the dress code policy at DAU?,Student Conduct,Easy,N/A — Missing
Q096,What is the alcohol and substance use policy on DAU campus?,Student Conduct,Easy,N/A — Missing
Q097,Is there a policy for student clubs and organisations at DAU?,Student Activities,Easy,N/A — Missing
Q098,What is the sports facility usage policy at DAU?,Student Facilities,Easy,N/A — Missing
Q099,What is the data retention policy for student records at DAU?,Data Privacy,Hard,N/A — Missing
Q100,What is the policy on recording lectures at DAU?,Academic Integrity,Medium,N/A — Missing
Q101,What is the social media policy for DAU students?,Student Conduct,Medium,N/A — Missing
Q102,Can students start a company while studying at DAU?,Entrepreneurship,Medium,N/A — Missing
Q103,What is the IP ownership policy for student projects at DAU?,Research Policy,Hard,patent_filing_policy.md
Q104,What is the conflict of interest policy at DAU?,Governance,Hard,N/A — Missing
Q105,What is the policy for international students at DAU?,Administration,Medium,N/A — Missing
