FAC035,Are adjunct faculty full-time employees?,Adjunct Faculty,Medium,faculty
FAC036,How are adjunct faculty selected?,Adjunct Faculty,Medium,faculty
FAC037,What departments have adjunct faculty?,Adjunct Faculty,Medium,faculty
FAC038,Where is international adjunct faculty information available?,International Adjunct Faculty,Easy,faculty
FAC039,Can adjunct faculty supervise research?,Adjunct Faculty,Medium,faculty
FAC040,Are adjunct faculty listed on the official website?,Adjunct Faculty,Easy,faculty

FAC041,Where can I find faculty research publications?,Faculty Publications,Easy,faculty
FAC042,What type of research publications are listed?,Faculty Publications,Easy,faculty
FAC043,How are faculty publications categorized?,Faculty Publications,Medium,faculty
FAC044,Is there a database for faculty research output?,Faculty Publications,Easy,faculty
FAC045,Can I search faculty publications by name?,Faculty Publications,Medium,faculty
FAC046,Are journal papers included in faculty publications?,Faculty Publications,Easy,faculty
FAC047,Does DA-IICT track faculty research output?,Faculty Publications,Medium,faculty
FAC048,Where is publication data stored?,Faculty Publications,Medium,faculty
FAC049,Are conference papers included in faculty publications?,Faculty Publications,Easy,faculty
FAC050,How frequently are faculty publications updated?,Faculty Publications,Medium,faculty
FAC051,What is the faculty publication incentive scheme?,Faculty Research Publication Incentive,Easy,faculty
FAC052,Where can I find the incentive scheme document?,Faculty Research Publication Incentive,Easy,faculty
FAC053,Who is eligible for publication incentives?,Faculty Research Publication Incentive,Medium,faculty
FAC054,How are publication incentives calculated?,Faculty Research Publication Incentive,Medium,faculty
FAC055,What documents are needed for incentive claims?,Faculty Research Publication Incentive,Medium,faculty
FAC056,Is there a limit on incentive payouts?,Faculty Research Publication Incentive,Medium,faculty
FAC057,Which publications qualify for incentives?,Faculty Research Publication Incentive,Medium,faculty
FAC058,How does DA-IICT reward research output?,Faculty Research Publication Incentive,Easy,faculty
FAC059,Who approves incentive claims?,Faculty Research Publication Incentive,Medium,faculty
FAC060,Is the incentive scheme updated periodically?,Faculty Research Publication Incentive,Medium,faculty

FAC061,What is the faculty entrepreneurship policy?,Faculty Entrepreneurship Policy,Easy,faculty
FAC062,Where can I access the entrepreneurship policy document?,Faculty Entrepreneurship Policy,Easy,faculty
FAC063,Does DA-IICT support faculty startups?,Faculty Entrepreneurship Policy,Easy,faculty
FAC064,Are faculty allowed to start companies?,Faculty Entrepreneurship Policy,Medium,faculty
FAC065,What are the guidelines for faculty entrepreneurship?,Faculty Entrepreneurship Policy,Medium,faculty
FAC066,Does the institute provide funding for faculty startups?,Faculty Entrepreneurship Policy,Medium,faculty
FAC067,Can faculty take leave for entrepreneurship?,Faculty Entrepreneurship Policy,Medium,faculty
FAC068,What restrictions exist under entrepreneurship policy?,Faculty Entrepreneurship Policy,Medium,faculty
FAC069,Is external collaboration allowed under entrepreneurship policy?,Faculty Entrepreneurship Policy,Medium,faculty
FAC070,Who regulates faculty entrepreneurship activities?,Faculty Entrepreneurship Policy,Medium,faculty

FAC071,What is included in the faculty handbook?,Faculty Handbook,Easy,faculty
FAC072,Where can I download the faculty handbook?,Faculty Handbook,Easy,faculty
FAC073,Does the handbook include academic rules?,Faculty Handbook,Easy,faculty
FAC074,Are teaching guidelines included in the faculty handbook?,Faculty Handbook,Medium,faculty
FAC075,Does the handbook include evaluation policies?,Faculty Handbook,Medium,faculty
FAC076,Is attendance policy included in faculty handbook?,Faculty Handbook,Easy,faculty
FAC077,Are leave rules mentioned in faculty handbook?,Faculty Handbook,Easy,faculty
FAC078,Who maintains the faculty handbook?,Faculty Handbook,Medium,faculty
FAC079,How often is the faculty handbook updated?,Faculty Handbook,Medium,faculty
FAC080,Does the handbook include code of conduct?,Faculty Handbook,Easy,faculty

FAC081,What is the faculty grievance redressal authority?,Faculty Grievance Redressal,Easy,faculty
FAC082,Where can grievances be submitted?,Faculty Grievance Redressal,Easy,faculty
FAC083,Who handles faculty complaints?,Faculty Grievance Redressal,Easy,faculty
FAC084,What types of grievances are accepted?,Faculty Grievance Redressal,Medium,faculty
FAC085,Is grievance submission confidential?,Faculty Grievance Redressal,Medium,faculty
FAC086,How long does grievance resolution take?,Faculty Grievance Redressal,Medium,faculty
FAC087,Can faculty appeal grievance decisions?,Faculty Grievance Redressal,Medium,faculty
FAC088,Who is part of grievance committee?,Faculty Grievance Redressal,Medium,faculty
FAC089,Is there an online grievance system?,Faculty Grievance Redressal,Easy,faculty
FAC090,What happens after grievance submission?,Faculty Grievance Redressal,Medium,faculty

FAC091,What faculty positions are available at DA-IICT?,Faculty Recruitment,Easy,faculty
FAC092,Where are faculty job openings listed?,Faculty Recruitment,Easy,faculty
FAC093,Which departments hire faculty at DA-IICT?,Faculty Recruitment,Easy,faculty
FAC094,How do I apply for faculty positions?,Faculty Recruitment,Easy,faculty
FAC095,What is the eligibility for faculty recruitment?,Faculty Recruitment,Medium,faculty
FAC096,Are PhD holders required for faculty jobs?,Faculty Recruitment,Medium,faculty
FAC097,What is the selection process for faculty hiring?,Faculty Recruitment,Medium,faculty
FAC098,Are interviews part of faculty recruitment?,Faculty Recruitment,Easy,faculty
FAC099,Which departments currently have openings?,Faculty Recruitment,Easy,faculty
FAC100,Is experience required for faculty positions?,Faculty Recruitment,Medium,faculty

FAC101,What is the tenure policy for faculty?,Faculty Recruitment,Medium,faculty
FAC102,How long is faculty probation period?,Faculty Recruitment,Medium,faculty
FAC103,Are faculty promotions based on research output?,Faculty Recruitment,Medium,faculty
FAC104,What is the salary structure for faculty?,Faculty Recruitment,Hard,faculty
FAC105,Do faculty get research grants?,Faculty Recruitment,Medium,faculty
FAC106,Is teaching experience mandatory?,Faculty Recruitment,Medium,faculty
FAC107,Can faculty move between departments?,Faculty Recruitment,Medium,faculty
FAC108,What is the retirement policy for faculty?,Faculty Recruitment,Hard,faculty
FAC109,Are visiting faculty positions available?,Faculty Recruitment,Easy,faculty
FAC110,Does DA-IICT hire international faculty?,Faculty Recruitment,Easy,faculty

FAC111,How are faculty evaluated annually?,Faculty Recruitment,Medium,faculty
FAC112,What KPIs are used for faculty assessment?,Faculty Recruitment,Hard,faculty
FAC113,Is student feedback used in evaluation?,Faculty Recruitment,Medium,faculty
FAC114,Are research publications considered in evaluation?,Faculty Recruitment,Medium,faculty
FAC115,Do faculty undergo performance reviews?,Faculty Recruitment,Easy,faculty
FAC116,How often are faculty promotions reviewed?,Faculty Recruitment,Medium,faculty
FAC117,What is the academic workload of faculty?,Faculty Recruitment,Medium,faculty
FAC118,Are faculty required to publish papers?,Faculty Recruitment,Medium,faculty
FAC119,Do faculty supervise student projects?,Faculty Recruitment,Easy,faculty
FAC120,Is industry experience valued in hiring?,Faculty Recruitment,Medium,faculty

FAC121,What teaching responsibilities do faculty have?,Faculty Recruitment,Easy,faculty
FAC122,Do faculty handle labs and lectures?,Faculty Recruitment,Easy,faculty
FAC123,Are faculty involved in curriculum design?,Faculty Recruitment,Medium,faculty
FAC124,Can faculty propose new courses?,Faculty Recruitment,Medium,faculty
FAC125,Do faculty participate in committees?,Faculty Recruitment,Medium,faculty
FAC126,Are faculty involved in admissions?,Faculty Recruitment,Medium,faculty
FAC127,Do faculty guide PhD students?,Faculty Recruitment,Easy,faculty
FAC128,Are faculty involved in placements?,Faculty Recruitment,Medium,faculty
FAC129,What administrative roles do faculty hold?,Faculty Recruitment,Medium,faculty
FAC130,Can faculty take sabbaticals?,Faculty Recruitment,Medium,faculty

FAC131,How are faculty promotions decided?,Faculty Recruitment,Medium,faculty
FAC132,What is the appraisal cycle for faculty?,Faculty Recruitment,Medium,faculty
FAC133,Are external reviewers involved in evaluation?,Faculty Recruitment,Hard,faculty
FAC134,Do faculty have research quotas?,Faculty Recruitment,Medium,faculty
FAC135,What is expected from junior faculty?,Faculty Recruitment,Medium,faculty
FAC136,What is expected from senior faculty?,Faculty Recruitment,Medium,faculty
FAC137,Are teaching assistants involved?,Faculty Recruitment,Easy,faculty
FAC138,Do faculty mentor students?,Faculty Recruitment,Easy,faculty
FAC139,Is interdisciplinary teaching encouraged?,Faculty Recruitment,Medium,faculty
FAC140,Are faculty required to attend training programs?,Faculty Recruitment,Medium,faculty

FAC141,What is the overall faculty structure at DA-IICT?,Faculty Directory,Easy,faculty
FAC142,How many departments have faculty listings?,Faculty Directory,Medium,faculty
FAC143,Are emeritus faculty listed separately?,Faculty Directory,Medium,faculty
FAC144,Can faculty profiles include achievements?,Faculty Directory,Easy,faculty
FAC145,Is research interest searchable in faculty directory?,Faculty Directory,Medium,faculty
FAC146,Are faculty publications linked in profiles?,Faculty Directory,Medium,faculty
FAC147,Can students rate faculty?,Faculty Directory,Medium,faculty
FAC148,Is faculty data accessible via API?,Faculty Directory,Hard,faculty
FAC149,Is the faculty database centralized?,Faculty Directory,Medium,faculty
FAC150,How is faculty information verified?,Faculty Directory,Medium,faculty
