Question ID,Question,Expected Source,Retrieved Source,Answer Quality,Pass/Fail,Notes
PLCMT-017,I have an internship offer of 6 LPA from a Category II company. What CTC must the next company offer for me to switch?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Policies/Faculty Handbook,Pending Review,Pass,question answered
PLCMT-018,Can I reject a Job only (J) offer from a Category I company and continue in the placement drive?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Placement / Placement Cell / PIAAC Document | UGC Proforma/UGC 12B Proforma,Pending Review,Pass,question answered
PLCMT-019,How many chances do I get to switch if I have an Internship (I) only offer from a Category II company?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | BS–MS in Data Science & Artificial Intelligence (newly launched) | BS–MS in Information Technology (newly launched),Pending Review,Pass,question answered
PLCMT-020,What happens if I leave the placement process of a company midway?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Placement / Placement Cell / PIAAC Document,Pending Review,Pass,question answered
PLCMT-021,Who handles disciplinary issues during the placement process?,placement_cell.md,Placement / Placement Cell / PIAAC Document | Grievance Redressal Cell (Students and Employees) | Students,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-022,What is the full form of PIAAC?,placement_cell.md,Placement Cell | Placement / Placement Cell / PIAAC Document | NAAC / NAAC Cycle 1,Pending Review,Pass,question answered
PLCMT-023,Can I accept two Job (J) offers if one of them allows internships elsewhere?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Policies/Faculty Handbook | BS–MS in Data Science & Artificial Intelligence (newly launched),Pending Review,Pass,question answered
PLCMT-024,"If I get an offer from a Dream Category company, what happens to my previous offers?",daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Admissions - M.Sc. (Agriculture Analytics) | M.Tech. (ICT) - All India Category,Pending Review,Pass,question answered
PLCMT-025,Can a student who has already used their switch option apply to a Dream company?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | UGC Proforma/Proforma for Inspection by UGC – 2025 | M.Tech. (ICT) - All India Category,Pending Review,Pass,question answered
PLCMT-026,What is the maximum number of offers I can reject while exercising the switch option?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | BS-MS in Data Science & Artificial Intellifence | BS-MS in Data Science & Artificial Intellifence,Pending Review,Pass,question answered
PLCMT-027,Are first-year students eligible for final placements?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Admissions - M.Sc. (Agriculture Analytics) | Admissions - M.Sc. (Data Science) | Admissions - M.Sc. (IT),Poor,Fail,Source Data Missing
PLCMT-028,Can M.Sc. Data Science students sit for the same companies as B.Tech ICT students?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,M.Sc. (Data Science) | AnnualReport 2024-25 pdf | UGC Proforma/Proforma for Inspection by UGC – 2025,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-029,What are the four B.Tech programs eligible for placements?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md, | AnnualReport 2018-19 pdf | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26,Pending Review,Pass,question answered
PLCMT-030,Are M.Des students eligible for placements?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Admissions - M.Des. | Admissions - M.Des. | M.Des. (Communication Design),Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-031,What is the rural internship requirement for B.Tech students?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,AnnualReport 2014-15 pdf | AnnualReport 2023-24 pdf | B.Tech. (EVD),Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-032,How long is the summer internship for pre-final year students?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Summer Research Internship at DAU | B.Tech. (EVD) | Policies/Summer Research Internship Policy,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-033,What is the first step in the 8-step placement process?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Admissions - M.Sc. (Agriculture Analytics),Pending Review,Pass,question answered
PLCMT-034,"Who is the Head of Career Planning, Placement & Marketing?",placement_cell.md,Placement Cell | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26,Pending Review,Pass,question answered
PLCMT-035,How can I contact Mr. Souvik Sarkar?,placement_cell.md,Placement Cell | Subhasish Basak | Deepak Ghodgaonkar,Pending Review,Pass,question answered
PLCMT-036,Who are the Placement Cell Conveners?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md, | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26,Pending Review,Pass,question answered
PLCMT-037,Can I verbally inform the placement cell that I am rejecting an offer?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Placement / Placement Cell / PIAAC Document,Pending Review,Pass,question answered
PLCMT-038,Are M.Sc Agriculture Analytics students placed through the same cell?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Admissions - M.Sc. (Agriculture Analytics) | M.Sc. (Agriculture Analytics) | M.Sc. (Agriculture Analytics),Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-039,What types of offers are categorized by the company's declared CTC?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Placement / Placement Cell / DAU PG Placement Report(2023-2024) | UGC Proforma/UGC 12B Proforma,Pending Review,Pass,question answered
PLCMT-040,How is the CTC calculated for an Internship (I) only offer if converted to a job?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | UGC Proforma/Proforma for Inspection by UGC – 2025,Pending Review,Pass,question answered
PLCMT-041,Who decides which companies are classified as Dream Category?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Placement / Placement Cell / DAU PG Placement Report(2023-2024) | BS-MS in Data Science & Artificial Intellifence,Pending Review,Pass,question answered
PLCMT-042,Does the university follow a zero-tolerance policy for student discipline?,placement_cell.md,Students / Disciplinary Guidelines for Students | Policies/Faculty Handbook | Students / DAC/ Act of indiscipline and indicative list of punishment,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-043,What happens after a company submits the Job Announcement Form (JAF)?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Careers / Non-Teaching Staff Positions / Crèche Supervisor / Apply Here | B.Tech. - FAQ,Pending Review,Pass,question answered
PLCMT-044,Who verifies the JAF before publishing?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Careers / Current Position / Old Position | Research / Reasearch Overview R&D pdf | Research / IRB / Structure and guidelines,Poor,Fail,Source Data Missing
PLCMT-045,Do offer letters come directly from the company to the student?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Admissions - M.Sc. (Agriculture Analytics) | Policies/Faculty Handbook,Pending Review,Pass,question answered
PLCMT-046,How many students were managed simultaneously during the shared slot for Google and Microsoft?,da_iict_extends_its_record_of_excellent_placements_google_opens_the_drive_for_the_first_time.md,AnnualReport 2024-25 pdf | Microsoft Student Partner(MSP) 2017-18 From DA-IICT | AnnualReport 2014-15 pdf,Poor,Fail,Source Data Missing
PLCMT-047,What is the email ID for the Placement Office?,placement_cell.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Placement Cell,Pending Review,Pass,question answered
PLCMT-048,What kind of training is provided for pre-placement tests?,placement_cell.md,Placement Cell | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Students,Pending Review,Pass,question answered
PLCMT-049,Do B.Tech MnC students learn computational science for placements?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,B.Tech. (MnC) | Undergraduate Admissions – Gujarat Category | Undergraduate Admissions – All India Category,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-050,What is the duration of the final year industrial internship?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,B.Tech. (EVD) | AnnualReport 2019-20 pdf | AnnualReport 2015-16 pdf,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-051,Who won the ICPC Regionals 2024 from the campus?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,ERROR,,Fail,HTTP status 500 (API/Network Error)
PLCMT-052,Can I do a research internship instead of an industrial internship?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,B.Tech. (EVD) | AnnualReport 2019-20 pdf | AnnualReport 2022-23 pdf,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-053,Who distributes the final offer letters?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Admissions - M.Sc. (Agriculture Analytics) | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Admissions - M.Des.,Pending Review,Pass,question answered
PLCMT-054,Is Ms. Deepali Sharma part of the placement team?,placement_cell.md,People / Staff | Placement Cell | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26,Pending Review,Pass,question answered
PLCMT-055,How many Deputy Conveners are in the Student Placement Cell?,placement_cell.md, | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-056,Does the placement cell organize group discussion training?,placement_cell.md, | Students | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-057,What rank did the university secure in the IIRF Ranking 2025 for B.Tech?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,All India Rank 2 among all private universities in IIRF 2025! | All India Rank 2 among all private universities in IIRF 2025! | National Education Policy 2020,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-058,Is DE Shaw considered a Category I company?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / DAU PG Placement Report(2023-2024) | UGC Proforma/UGC 12B Proforma,Poor,Fail,Source Data Missing
PLCMT-059,Can a company complain about a student to PIAAC?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PIAAC Document | UGC Proforma/Proforma for Inspection by UGC – 2025,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-060,What is the penalty for rejecting a second offer during the switch option?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | BS-MS in Data Science & Artificial Intellifence | BS–MS (Data Science & Artificial Intelligence) Admissions,Pending Review,Pass,question answered
PLCMT-061,Does the initial Category II offer stand if I upgrade to a higher category?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,M.Tech. (ICT) - All India Category | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | BS-MS in Data Science & Artificial Intellifence,Pending Review,Pass,question answered
PLCMT-062,Who approves the list of applicants before it is shared with the company?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md, | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | UGC Proforma/Proforma for Inspection by UGC – 2025,Pending Review,Pass,question answered
PLCMT-063,Can I contact recruiters directly without going through the placement office?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Placement Cell,Pending Review,Pass,question answered
PLCMT-064,What is the role of Jevik Rakholiya in the placement cell?,placement_cell.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 |  | Students,Poor,Fail,Source Data Missing
PLCMT-065,Are foundational mathematics and algorithms emphasized in student preparation?,placement_cell.md,"MC111 - Mathematical, Algorithmic, and | Course Outline and Evaluation Policy",Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-066,How many students received fancy offers on the first shared slot day?,da_iict_extends_its_record_of_excellent_placements_google_opens_the_drive_for_the_first_time.md,Placement / Placement Cell / DAU UG Placement Report(2023-2024) | UGC Proforma/Proforma for Inspection by UGC – 2025,Poor,Fail,Source Data Missing
PLCMT-067,Who was the Placement Manager during the first Google drive?,da_iict_extends_its_record_of_excellent_placements_google_opens_the_drive_for_the_first_time.md,"DA-IICT extends its record of excellent placements, Google opens the drive for the first time | DA-IICT extends its record of excellent placements, Google opens the drive for the first time | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26",Pending Review,Pass,question answered
PLCMT-068,Are students required to accept an offer within a declared time period?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,UGC Proforma/Proforma for Inspection by UGC – 2025 | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26,Pending Review,Pass,question answered
PLCMT-069,What happens if I miss the deadline to accept an offer?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Admissions - M.Sc. (Agriculture Analytics) | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Admissions - M.Sc. (Agriculture Analytics),Pending Review,Pass,question answered
PLCMT-070,Is there a printed placement brochure I can download?,placement_cell.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-071,Which companies are visiting the campus next week?,Missing - Level 2,Admissions - M.Sc. (IT) |  | UGC Proforma/UGC 12B Proforma,Poor,Fail,Source Data Missing
PLCMT-072,What is the JAF submission deadline for the upcoming Amazon drive?,Missing - Level 2,AnnualReport 2016-17 pdf |  | Careers / Teaching Fellow Positions Open at DAU,Poor,Fail,Source Data Missing
PLCMT-073,Has the shortlist for the Sprinklr HR round been announced yet?,Missing - Level 2,Newsletter/July - Dec 2022 | Academic Calendar 2020-21 | Newsletter/Jan - Sept 2023,Poor,Fail,Source Data Missing
PLCMT-074,Where is the venue for today's Morgan Stanley pre-placement talk?,Missing - Level 2,,Poor,Fail,Source Data Missing
PLCMT-075,How many students have registered for the Atlassian coding test so far?,Missing - Level 2,AnnualReport 2024-25 pdf | AnnualReport 2016-17 pdf | ,Poor,Fail,Source Data Missing
PLCMT-076,What time does the Goldman Sachs online assessment start tomorrow?,Missing - Level 2,Admissions - M.Sc. (Data Science) | BS–MS (Information Technology) Admissions | BS–MS (Data Science & Artificial Intelligence) Admissions,Poor,Fail,Source Data Missing
PLCMT-077,Is the registration link for the Salesforce drive still open?,Missing - Level 2,National Seminar on Indian Pharmaceutical Companies Perspectives to tap into the Global Bio-Economy | AnnualReport 2016-17 pdf | Global Appreciation for DAU Alumnus: Features in prominent Halls of Fame worldwide,Poor,Fail,Source Data Missing
PLCMT-078,When will the final results for the DE Shaw interviews be published?,Missing - Level 2,Visvesvaraya Ph.D. Scheme | DAU Student Research Excellence Award | Research / DAU Student Research Excellence Award,Poor,Fail,Source Data Missing
PLCMT-079,Are there any active Category II internship opportunities open right now?,Missing - Level 2,Careers / Non-Teaching Staff Positions | People / Alumini / Alumini Newsletter Vol1 No2 | NAAC / NAAC Cycle 2,Poor,Fail,Source Data Missing
PLCMT-080,Has the interview schedule for M.Tech students changed for tomorrow?,Missing - Level 2,DAIICT_AR_17_18.indd | UGC Proforma/Proforma for Inspection by UGC – 2025,Poor,Fail,Source Data Missing
PLCMT-081,Which companies have extended their JAF deadline this week?,Missing - Level 2, | UGC Proforma/UGC 12B Proforma | tenders,Poor,Fail,Source Data Missing
PLCMT-082,How many offers have been rolled out today?,Missing - Level 2,Placement / Placement Cell / DAU UG Placement Report(2023-2024) |  | TENDERS,Poor,Fail,Source Data Missing
PLCMT-083,Is there a waitlist for the Google technical interview slots?,Missing - Level 2,BS-MS in Data Science & Artificial Intellifence | M.Tech. (ICT) - All India Category | Admissions - M.Des.,Poor,Fail,Source Data Missing
PLCMT-084,What is the cutoff score for yesterday's Microsoft coding round?,Missing - Level 2,BS-MS in Data Science & Artificial Intellifence | AnnualReport 2024-25 pdf | ,Poor,Fail,Source Data Missing
PLCMT-085,Will there be a second round of aptitude tests for Oracle this evening?,Missing - Level 2,UGC Proforma/Proforma for Inspection by UGC – 2025 | Autumn 2024 25 First In Sem Exam  Shedule Other Than Ug 2024 Batches   Final Version  | Second In Sem Exam Schedule Winter 2023 24 Final Version,Poor,Fail,Source Data Missing
PLCMT-086,Which skills should I mainly target to apply for a machine learning internship?,Missing - Level 3,BS-MS in Data Science & Artificial Intellifence | BS-MS-information-technology | BS-MS in Data Science & Artificial Intellifence,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-087,How do I best describe my frontend development contributions on the Synapse project for my CV?,Missing - Level 3,project | DAU Drives Innovation for a Sustainable Future with HackOut'25 | UGC Proforma/UGC 12B Proforma,Poor,Fail,Source Data Missing
PLCMT-088,"Are React, Next.js, and Tailwind CSS considered strong tech stacks for Category I roles?",Missing - Level 3,BS–MS in Information Technology (newly launched) | Course objective: The objective of this course is to provide an overview of the building blocks of a,Poor,Fail,Source Data Missing
PLCMT-089,What is the basic linked list STL syntax in C++ that I should know for technical rounds?,Missing - Level 3,​ IT205 / Data | B.Tech. (EVD),Poor,Fail,Source Data Missing
PLCMT-090,Are there specific companies targeting digital logic design like S-R latches and flip-flops?,Missing - Level 3,Digital Logic Design | B.Tech. (ICT),Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-091,How should I structure a resume for an M.Des Intelligent User Experience Design role?,Missing - Level 3,Masters of Design in Intelligent User Experience Design – Mdes (IUxD) | M.Des. (Intelligent User Experience Design) | M.Des. (Intelligent User Experience Design),Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-092,What are the most common HR questions asked by Sprinklr?,Missing - Level 3,Newsletter/July - Dec 2022 | ,Poor,Fail,Source Data Missing
PLCMT-093,Can I review past interview experiences of alumni who cleared Google?,Missing - Level 3,People / Alumini / Alumini Newsletter Vol1 No1 | Data Privacy Policy,Poor,Fail,Source Data Missing
PLCMT-094,How long does a typical technical interview with DE Shaw last?,Missing - Level 3,Document | UGC Proforma/Proforma for Inspection by UGC – 2025 | Advertisement for University Post-Doctoral Fellows Position,Poor,Fail,Source Data Missing
PLCMT-095,Who can review my resume before I submit it for the Microsoft drive?,Missing - Level 3,UGC Proforma/Proforma for Inspection by UGC – 2025 | Careers / Non-Teaching Staff Positions / Crèche Supervisor / Apply Here,Poor,Fail,Source Data Missing
PLCMT-096,Does the placement portal automatically fetch my CGPA from the university ERP?,Missing - Level 4,Placement / Placement Cell / DAU UG Placement Report(2023-2024) | Placement / Placement Cell / DAU PG Placement Report(2023-2024),Poor,Fail,Source Data Missing
PLCMT-097,Will I receive an automated WhatsApp alert if my interview slot is rescheduled?,Missing - Level 4,BS-MS in Data Science & Artificial Intellifence | BS–MS (Information Technology) Admissions | BS–MS (Data Science & Artificial Intelligence) Admissions,Poor,Fail,Source Data Missing
PLCMT-098,How does the LMS synchronize my Mettl assessment scores with the placement cell?,Missing - Level 4, | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | sites/default/files/other-files/Closure-report-S4P-2025.pdf,Poor,Fail,Source Data Missing
PLCMT-099,Can I upload my verified resume directly to the digital document repository?,Missing - Level 4,Careers / Non-Teaching Staff Positions / Crèche Supervisor / Apply Here | DAIICT Students Document Service,Poor,Fail,Source Data Missing
PLCMT-100,Does the system automatically block me from applying if I don't meet a company's CGPA cutoff?,Missing - Level 4,BS-MS in Data Science & Artificial Intellifence | BS–MS in Data Science & Artificial Intelligence (newly launched) | BS-MS-information-technology,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-101,Is there a regular Disciplinary Action Committee (DAC) apart from PIAAC?,placement_cell.md,Students | Students | ,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-102,Can a student reject a Category II internship offer and stay in the placement drive?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Placement / Placement Cell / PIAAC Document,Pending Review,Pass,question answered
PLCMT-103,"If I upgrade to a higher category company, what happens to my previous offer?",daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | M.Tech. (ICT) - All India Category | BS–MS (Information Technology) Admissions,Pending Review,Pass,question answered
PLCMT-104,How many rejection chances do I get due to parallel processes?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md, | It628 System Programming | High Performance Computing (HPC),Poor,Fail,Source Data Missing
PLCMT-105,Does leaving a placement process midway lead to a DAC or PIAAC review?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PIAAC Document | Placement / Placement Cell / PLACEMENT BROCHURE 2025-26,Pending Review,Pass,question answered
PLCMT-106,Must offer rejection communication be in writing?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,M.Sc. (IT) | Technical Writing and Communication Skills | PC512 - Technical Writing and Communication Skills,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-107,What happens if I reject an offer verbally without writing to the placement office?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Placement / Placement Cell / PLACEMENT BROCHURE 2025-26 | Placement / Placement Cell / PIAAC Document,Pending Review,Pass,question answered
PLCMT-108,Does the university allow final year students to do a 6-month industrial internship?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,B.Tech. (EVD) | AnnualReport 2019-20 pdf | B.Tech. (EVD),Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-109,What is the duration of the rural internship?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,B.Tech. (EVD) | AnnualReport 2014-15 pdf | AnnualReport 2019-20 pdf,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-110,Are students placed in villages across India for the rural internship?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,AnnualReport 2019-20 pdf | AnnualReport 2023-24 pdf | AnnualReport 2014-15 pdf,Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-111,When does the summer internship take place?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,Summer Research Internship at DAU | AnnualReport 2019-20 pdf | M.Sc. (IT),Pending Review,Fail,Expected source missing from retrieved context.
PLCMT-112,How long does the summer industrial internship last?,daiict_ac_in_sites_default_files_other_files_placement_brochure_2025_26_pdf.md,B.Tech. (EVD) | AnnualReport 2019-20 pdf | Summer Research Internship at DAU,Pending Review,Fail,Expected source missing from retrieved context.
