Question ID,Question,Expected Source,Retrieved Source,Answer Quality,Pass/Fail,Notes
SP050,Are visitors allowed inside the HOR?,hostel_rules_and_regulations, | hall of residence,Good,Pass,Answer generated successfully.
SP051,Where should hostellers meet their visitors?,hostel_rules_and_regulations, | hall of residence | Students,Good,Pass,Answer generated successfully.
SP052,What is the guest room charge for non-resident students?,hostel_rules_and_regulations,BS–MS (Data Science & Artificial Intelligence) Admissions | BS–MS (Information Technology) Admissions | BS–MS in Information Technology (newly launched),Poor,Fail,RAG fallback triggered. Missing context.
SP053,What is the guest room charge for outside visitors?,hostel_rules_and_regulations, | Policies/Travel Policy | BS–MS in Information Technology (newly launched),Good,Pass,Answer generated successfully.
SP054,What is the fine for entertaining a visitor without permission?,hostel_rules_and_regulations, |  | ,Poor,Fail,RAG fallback triggered. Missing context.
SP055,Is the institute responsible for loss of personal property in the hostel?,hostel_rules_and_regulations, |  | hall of residence,Good,Pass,Answer generated successfully.
SP056,What is the fine for losing your hostel room key?,hostel_rules_and_regulations, | hall of residence,Good,Pass,Answer generated successfully.
SP057,Can I use my own lock on my hostel room?,hostel_rules_and_regulations, | hall of residence,Good,Pass,Answer generated successfully.
SP058,What is the additional fine for using your own lock without informing the authorities?,hostel_rules_and_regulations, |  | ,Good,Pass,Answer generated successfully.
SP059,What must I do if my roommate goes missing?,hostel_rules_and_regulations, | hall of residence | A Word of Guidance,Good,Pass,Answer generated successfully.
SP060,Are pets allowed in the hostel?,hostel_rules_and_regulations,hall of residence | ,Poor,Fail,RAG fallback triggered. Missing context.
SP061,What is the minimum fine for any breach of hostel rules?,hostel_rules_and_regulations, | hall of residence,Good,Pass,Answer generated successfully.
SP062,What types of vehicles are allowed on campus for students?,vehicle_rules_for_students, |  | Vehicle Rules for Students,Good,Pass,Answer generated successfully.
SP063,What must I do to bring my 2-wheeler to campus?,vehicle_rules_for_students, |  | ,Good,Pass,Answer generated successfully.
SP064,What happens if my 2-wheeler doesn't have an institute sticker?,vehicle_rules_for_students, |  | ,Good,Pass,Answer generated successfully.
SP065,What documents must I always carry while riding my 2-wheeler on campus?,vehicle_rules_for_students, | vehicle rules for students | Vehicle Rules for Students,Good,Pass,Answer generated successfully.
SP066,Where are the designated parking areas for 2-wheelers on campus?,vehicle_rules_for_students, | vehicle rules for students | ,Good,Pass,Answer generated successfully.
SP067,What is the fine for a first speeding offence on campus?,vehicle_rules_for_students, |  | ,Good,Pass,Answer generated successfully.
SP068,What is the fine for a second speeding offence on campus?,vehicle_rules_for_students, |  | vehicle rules for students,Good,Pass,Answer generated successfully.
SP069,What happens on a third speeding offence?,vehicle_rules_for_students, |  | ,Good,Pass,Answer generated successfully.
SP070,What is the first-offence penalty for riding without a helmet?,vehicle_rules_for_students, |  | ,Good,Pass,Answer generated successfully.
SP071,What is the second-offence penalty for riding without a helmet?,vehicle_rules_for_students, |  | ,Good,Pass,Answer generated successfully.
SP072,What is the penalty for not having a driving license or documents on the first offence?,vehicle_rules_for_students, |  | ,Good,Pass,Answer generated successfully.
SP073,What is the penalty progression for unauthorized parking?,vehicle_rules_for_students, |  | ,Good,Pass,Answer generated successfully.
SP074,What is the fine for triple riding on a first offence?,vehicle_rules_for_students, |  | vehicle rules for students,Good,Pass,Answer generated successfully.
SP075,What are the penalties for reckless driving on campus?,vehicle_rules_for_students, |  | ,Good,Pass,Answer generated successfully.
SP076,What is the punishment for driving under the influence (DUI) on campus?,vehicle_rules_for_students, | vehicle rules for students | ,Good,Pass,Answer generated successfully.
SP077,What is the penalty for disobeying security staff while on a vehicle?,vehicle_rules_for_students, |  | ,Good,Pass,Answer generated successfully.
SP078,What is the fine for entering campus without an institute sticker on the first offence?,vehicle_rules_for_students, | hall of residence | vehicle rules for students,Good,Pass,Answer generated successfully.
SP079,What is the penalty for honking on campus?,vehicle_rules_for_students, |  | ,Good,Pass,Answer generated successfully.
SP080,Who is authorized to report vehicle violations on campus?,vehicle_rules_for_students, | vehicle rules for students | ,Good,Pass,Answer generated successfully.
SP081,What email address should vehicle violations be reported to?,vehicle_rules_for_students, | vehicle rules for students | ,Good,Pass,Answer generated successfully.
SP082,Who reviews and takes action on vehicle violation reports?,vehicle_rules_for_students,vehicle rules for students | ,Good,Pass,Answer generated successfully.
SP083,Does the penalty for repeated vehicle offences always end in permanent suspension on the third offence?,vehicle_rules_for_students,vehicle rules for students |  | ,Good,Pass,Answer generated successfully.
SP084,What documents can I get from the Registrar's office?,daiict_students_document_service,People / Alumini / Alumini Document Service | DAIICT Students Document Service,Good,Pass,Answer generated successfully.
SP085,What is the process to apply for documents from the Registrar?,daiict_students_document_service,People / Alumini / Alumini Document Service | DAIICT Students Document Service,Good,Pass,Answer generated successfully.
SP086,How long does it take for a document to be ready for in-person collection?,daiict_students_document_service,DAIICT Students Document Service | People / Alumini / Alumini Document Service,Good,Pass,Answer generated successfully.
SP087,What is the contact email for the Registrar's document service?,daiict_students_document_service,Dean's Office |  | People / Alumini / Alumini Document Service,Good,Pass,Answer generated successfully.
SP088,What is the phone number for the Registrar's document service?,daiict_students_document_service,Dean's Office | DAIICT Students Document Service,Poor,Fail,RAG fallback triggered. Missing context.
SP089,How do I pay for documents from the Registrar?,daiict_students_document_service,People / Alumini / Alumini Document Service | DAIICT Students Document Service,Good,Pass,Answer generated successfully.
SP090,Can I get my documents delivered by courier or post?,daiict_students_document_service,DAIICT Students Document Service | People / Alumini / Alumini Document Service,Good,Pass,Answer generated successfully.
SP091,Is there an online portal for requesting documents from the Registrar?,daiict_students_document_service,DAIICT Students Document Service | DAIICT Students Document Service,Good,Pass,Answer generated successfully.
SP092,Which activities lead to immediate expulsion from DA-IICT?,student_code_of_conduct,DA-IICT | B. Tech DAFS Merit Scholarships at DA-IICT,Good,Pass,Answer generated successfully.
SP093,Is gambling or betting considered an immediately expellable offence?,student_code_of_conduct,Students / Curbing Ragging | Policies/Conduct Rules | Students / DAC/ Act of indiscipline and indicative list of punishment,Good,Pass,Answer generated successfully.
SP094,What are examples of 'other acts of indiscipline' in the Student Code of Conduct?,student_code_of_conduct, |  | Students / DAC/ Act of indiscipline and indicative list of punishment,Good,Pass,Answer generated successfully.
SP095,Is bypassing the institute firewall considered an act of indiscipline?,student_code_of_conduct,DA-IICT | Students / DAC/ Act of indiscipline and indicative list of punishment,Good,Pass,Answer generated successfully.
SP096,What happens to a student found guilty of indiscipline regarding probation?,student_code_of_conduct,Students / DAC/ Act of indiscipline and indicative list of punishment | Student,Good,Pass,Answer generated successfully.
SP097,What restrictions apply to a student on disciplinary probation?,student_code_of_conduct,Student | Students / Disciplinary Guidelines for Students,Good,Pass,Answer generated successfully.
SP098,What happens if a student commits an offence while already on disciplinary probation?,student_code_of_conduct,Student | Students / DAC/ Act of indiscipline and indicative list of punishment,Good,Pass,Answer generated successfully.
SP099,What does 'Expulsion' as a punishment entail at DA-IICT?,student_code_of_conduct,DA-IICT | Students / DAC/ Act of indiscipline and indicative list of punishment,Good,Pass,Answer generated successfully.
SP100,What does 'Academic Suspension' mean as a DAC punishment?,student_code_of_conduct,Students / DAC/ Act of indiscipline and indicative list of punishment | Student,Good,Pass,Answer generated successfully.
SP101,"If I'm expelled from HOR, can I still attend classes?",student_code_of_conduct,Student | hall of residence,Good,Pass,Answer generated successfully.
SP102,What are the visiting hours for a student expelled from HOR?,student_code_of_conduct,Student | hall of residence,Good,Pass,Answer generated successfully.
SP103,What does the 'Restitution' punishment involve?,student_code_of_conduct,DA-IICT | Grievance Redressal Cell (Students and Employees) | Students / DAC/ Act of indiscipline and indicative list of punishment,Good,Pass,Answer generated successfully.
SP104,Who is the Convener of the DAC?,student_code_of_conduct,NAAC / NAAC Cycle 1 |  | Students,Good,Pass,Answer generated successfully.
SP105,What types of breaches are listed in the Disciplinary Guidelines?,disciplinary_guidelines,Students / Disciplinary Guidelines for Students | DA-IICT | Malpractices/Improper Conduct in Examinations and Consequences,Good,Pass,Answer generated successfully.
SP106,How are disciplinary cases referred to the committee?,disciplinary_guidelines,Students |  | ,Good,Pass,Answer generated successfully.
SP107,What factors are considered when deciding a disciplinary penalty?,disciplinary_guidelines,DA-IICT | Policies/Conduct Rules | Students / Disciplinary Guidelines for Students,Good,Pass,Answer generated successfully.
SP108,Who is the final appellate authority for disciplinary decisions?,disciplinary_guidelines,Policies/Conduct Rules | Grievance Redressal Cell (Students and Employees) | DA-IICT,Good,Pass,Answer generated successfully.
SP109,Within how many weeks must a student submit an appeal against a disciplinary order?,disciplinary_guidelines,Students / Disciplinary Guidelines for Students | ICC / DAU Policy against Sexual Harassment | DA-IICT,Good,Pass,Answer generated successfully.
SP110,What powers does the Director have when hearing an appeal?,disciplinary_guidelines,Policies/Conduct Rules | DAIICT ACT,Good,Pass,Answer generated successfully.
SP111,Is ragging punishable under a Central Government Act?,curbing_ragging,Students / Curbing Ragging | Students / Anti-Ragging Info | Students / ANTI-RAGGING Committees & Squad Details,Good,Pass,Answer generated successfully.
SP112,What are the possible punishments for ragging at DA-IICT?,curbing_ragging,Students / Curbing Ragging | DA-IICT | ,Good,Pass,Answer generated successfully.
SP113,What is the maximum fine for ragging?,curbing_ragging,Students / Curbing Ragging | Students / Anti-Ragging Info | Students / ANTI-RAGGING Committees & Squad Details,Good,Pass,Answer generated successfully.
SP114,Are firearms and weapons possession grounds for immediate expulsion?,student_code_of_conduct,Students / Disciplinary Guidelines for Students | Students / DAC/ Act of indiscipline and indicative list of punishment | Policies/Conduct Rules,Good,Pass,Answer generated successfully.
SP115,Is failure to appear before the DAC considered an act of indiscipline?,student_code_of_conduct,Students / DAC/ Act of indiscipline and indicative list of punishment |  | ,Good,Pass,Answer generated successfully.
SP116,Can the Director modify or enhance a penalty on appeal?,disciplinary_guidelines,Policies/Conduct Rules | DA-IICT,Good,Pass,Answer generated successfully.
SP117,How many visiting doctors does the Medical Centre have?,medical_assistance_sop,Medical Facility | Medical Facility | ,Good,Pass,Answer generated successfully.
SP118,How many nurses are available at the Medical Centre?,medical_assistance_sop, | medical assisstance | ,Good,Pass,Answer generated successfully.
SP119,Is there a charge for doctor consultations at the Medical Centre?,medical_assistance_sop,Medical Facility | Medical Facility | ,Good,Pass,Answer generated successfully.
SP120,What is the email address for the Medical Centre?,medical_assistance_sop, |  | medical assisstance,Poor,Fail,RAG fallback triggered. Missing context.
SP121,What are the timings for Dr. Arvindsinh Vaghela?,medical_assistance_sop, | Doctoral Scholars | Academic Calendar 2020-21,Good,Pass,Answer generated successfully.
SP122,What are the timings for Dr. Charulata Harshe?,medical_assistance_sop,Academic Calendar 2020-21 | Academic Calendar 2025-26 | AnnualReport 2019-20 pdf,Poor,Fail,RAG fallback triggered. Missing context.
SP123,What are the timings for Dr. Anjana Ved?,medical_assistance_sop,AnnualReport 2019-20 pdf | Visvesvaraya Ph.D. Scheme | Newsletter/Jan - Jun 2020,Poor,Fail,RAG fallback triggered. Missing context.
SP124,What are the duty hours for the female nurse Ms. Shivani Vala?,medical_assistance_sop,People / Staff |  | Directory,Good,Pass,Answer generated successfully.
SP125,What are the duty hours for the male nurse Mr. Chirag Patni?,medical_assistance_sop,People / Staff |  | medical assisstance,Good,Pass,Answer generated successfully.
SP126,Is nursing staff available on weekends?,medical_assistance_sop,medical assisstance |  | ,Good,Pass,Answer generated successfully.
SP127,What are the weekend nurse timings?,medical_assistance_sop, | medical assisstance,Good,Pass,Answer generated successfully.
SP128,Is there a 24x7 ambulance service on campus?,medical_assistance_sop,medical assisstance | ,Good,Pass,Answer generated successfully.
SP129,What is the intercom number for the ambulance?,medical_assistance_sop, | medical assisstance | ,Good,Pass,Answer generated successfully.
SP130,What is the landline number for the ambulance service?,medical_assistance_sop,medical assisstance |  | Research / DAU Student Research Excellence Award,Good,Pass,Answer generated successfully.
SP131,What is the Group Mediclaim amount per student?,medical_assistance_sop, | medical assisstance | Medical Facility,Good,Pass,Answer generated successfully.
SP132,Can students get cashless hospitalisation?,medical_assistance_sop,medical assisstance | ,Good,Pass,Answer generated successfully.
SP133,Where can students generate their Medi-claim cards?,medical_assistance_sop, | medical assisstance | MEDICAL FACILITIES FOR STUDENTS OF DA-IICT,Good,Pass,Answer generated successfully.
SP134,Which hospitals are empanelled with DA-IICT for student healthcare?,medical_assistance_sop,MEDICAL FACILITIES FOR STUDENTS OF DA-IICT,Good,Pass,Answer generated successfully.
SP135,Who are the counsellors available on campus?,medical_assistance_sop,Policies/Faculty Handbook |  | UGC Proforma/UGC 12B Proforma,Good,Pass,Answer generated successfully.
SP136,What are the timings for Dr. Nandini Banerjee's counselling?,medical_assistance_sop, | People / Staff | Nandini Banerjee,Good,Pass,Answer generated successfully.
SP137,Where is Dr. Nandini Banerjee's office located?,medical_assistance_sop,Nandini Banerjee | People / Staff | ,Good,Pass,Answer generated successfully.
SP138,What days is Ms. Nitu Singh Bhadouria available for counselling?,medical_assistance_sop,People / Staff |  | UGC Proforma/UGC 12B Proforma,Good,Pass,Answer generated successfully.
SP139,Where is Ms. Nitu Singh Bhadouria's counselling office?,medical_assistance_sop,People / Staff |  | medical assisstance,Good,Pass,Answer generated successfully.
SP140,Is there an online counselling service available 24x7?,medical_assistance_sop,medical assisstance |  | UGC Proforma/UGC 12B Proforma,Good,Pass,Answer generated successfully.
SP141,What is the phone number for the Security Supervisor?,medical_assistance_sop, |  | emergency contact detail,Good,Pass,Answer generated successfully.
SP142,What is the contact number for Hostel Supervisors?,medical_assistance_sop, | Students | Students,Good,Pass,Answer generated successfully.
SP143,Who is the Dean of Students and what is their contact number?,medical_assistance_sop, |  | Students,Good,Pass,Answer generated successfully.
SP144,Who is the Executive Registrar and what is their contact?,medical_assistance_sop,AnnualReport 2015-16 pdf |  | ,Good,Pass,Answer generated successfully.
SP145,What are the steps in the Medical Assistance SOP?,medical_assistance_sop, | medical assisstance | ,Good,Pass,Answer generated successfully.
SP146,Who accompanies a student during emergency hospital transfer?,medical_assistance_sop, | medical assisstance | ,Good,Pass,Answer generated successfully.
SP147,What should I do if I have a medical emergency after hours?,medical_assistance_sop,medical assisstance | ,Good,Pass,Answer generated successfully.
SP148,"Who must be notified after a medical emergency — Warden, Manager (Admin), or Dean (Students)?",medical_assistance_sop,medical assisstance | ,Good,Pass,Answer generated successfully.
SP149,What is the contact number for the Resident Warden Women Ms. Minalben Patel?,medical_assistance_sop,Students |  | Students,Poor,Fail,RAG fallback triggered. Missing context.
SP150,Who do I report to after hours for a medical emergency as a hostel resident?,medical_assistance_sop, | medical assisstance,Good,Pass,Answer generated successfully.
,,,,,,
SUMMARY SECTION,,,,,,
Questions Tested,150,,,,,
Pass Count,134,,,,,
Fail Count,16,,,,,
Accuracy Percentage,89.33%,,,,,
