Question ID,Question,Expected Source,Retrieved Source,Answer Quality,Pass/Fail,Notes
Q063,What is the email of the DAU Theatres Group?,data/student_services/dean_students.md,adjunct_faculty_dipankar_nagchoudhuri.md (score=0.567),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q064,What is the Research Club about?,data/student_services/dean_students.md,dean_students_tab.md (score=0.656),Good,Pass,Correct source retrieved and answer generated.
Q065,Who is the Convenor of the Research Club?,data/student_services/dean_students.md,deans_office_overview.md (score=0.639),Good,Pass,Correct source retrieved and answer generated.
Q066,What is the email of the Research Club?,data/student_services/dean_students.md,research_dean_s_office.md (score=0.573),Good,Pass,Correct source retrieved and answer generated.
Q067,What does the Chess Club do on campus?,data/student_services/dean_students.md,dean_students_tab.md (score=0.685),Good,Pass,Correct source retrieved and answer generated.
Q068,Who is the Convenor of the Chess Club?,data/student_services/dean_students.md,daiict_ac_in_sites_default_files_other_files_annual_report_2024_25_25326_pdf.md (score=0.613),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q069,What is the email of the Chess Club?,data/student_services/dean_students.md,ieee_student_branch_members.md (score=0.553),Good,Pass,Correct source retrieved and answer generated.
Q070,What does the Electronics Hobby Club (EHC) work with?,data/student_services/dean_students.md,dean_students_tab.md (score=0.782),Good,Pass,Correct source retrieved and answer generated.
Q071,Who is the Convenor of the EHC?,data/student_services/dean_students.md,academic_council.md (score=0.597),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q072,What is the email of the EHC?,data/student_services/dean_students.md,examination_department.md (score=0.582),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q073,What does PMMC stand for and what does the club focus on?,data/student_services/dean_students.md,astronight_2025_a_captivating_journey_into_astrophotography.md (score=0.557),Good,Pass,Correct source retrieved and answer generated.
Q074,Who is the Convenor of the Photography and Movie Making Club?,data/student_services/dean_students.md,astronight_2025_a_captivating_journey_into_astrophotography.md (score=0.522),Good,Pass,Correct source retrieved and answer generated.
Q075,What is the email of the PMMC?,data/student_services/dean_students.md,research_dean_s_office.md (score=0.554),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q076,What events does the Film Club organize?,data/student_services/dean_students.md,dean_students_tab.md (score=0.682),Good,Pass,Correct source retrieved and answer generated.
Q077,Who is the Convenor of the Film Club?,data/student_services/dean_students.md,dean_students_tab.md (score=0.573),Good,Pass,Correct source retrieved and answer generated.
Q078,What is the email of the Film Club?,data/student_services/dean_students.md,postdoctoral_fellow_position_selc.md (score=0.541),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q079,What does the Google Developer Group (GDG) at DAU do?,data/student_services/dean_students.md,dean_students_tab.md (score=0.792),Good,Pass,Correct source retrieved and answer generated.
Q080,Who is the Convenor of GDG?,data/student_services/dean_students.md,daiict_ac_in_sites_default_files_other_files_da_iict_annual_report_2023_24_final.md (score=0.587),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q081,What is the email of GDG?,data/student_services/dean_students.md,adjunct_faculty_kuntala_dasgupta.md (score=0.583),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q082,What is the IEEE Student Branch's objective at DAU?,data/student_services/dean_students.md,ieee_student_branch.md (score=0.710),Good,Pass,Correct source retrieved and answer generated.
Q083,Who is the Convenor of the IEEE Student Branch?,data/student_services/dean_students.md,ieee_student_branch_members.md (score=0.613),Good,Pass,Correct source retrieved and answer generated.
Q084,What is the email of the IEEE Student Branch?,data/student_services/dean_students.md,dean_students_tab.md (score=0.648),Good,Pass,Correct source retrieved and answer generated.
Q085,What events does the IEEE Student Branch organize?,data/student_services/dean_students.md,dean_students_tab.md (score=0.712),Good,Pass,Correct source retrieved and answer generated.
Q086,What does the Khelaiya Club do?,data/student_services/dean_students.md,dean_students_tab.md (score=0.725),Good,Pass,Correct source retrieved and answer generated.
Q087,Who is the Convenor of the Khelaiya Club?,data/student_services/dean_students.md,dean_students_tab.md (score=0.656),Good,Pass,Correct source retrieved and answer generated.
Q088,What is the email of the Khelaiya Club?,data/student_services/dean_students.md,ieee_student_branch_members.md (score=0.602),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q089,What does the Cubing Club do on campus?,data/student_services/dean_students.md,dean_students_tab.md (score=0.646),Good,Pass,Correct source retrieved and answer generated.
Q090,Who is the Convenor of the Cubing Club?,data/student_services/dean_students.md,dean_students_tab.md (score=0.611),Good,Pass,Correct source retrieved and answer generated.
Q091,What is the email of the Cubing Club?,data/student_services/dean_students.md,ieee_student_branch_members.md (score=0.533),Good,Pass,Correct source retrieved and answer generated.
Q092,What events does The Radio Club organize?,data/student_services/dean_students.md,dean_students_tab.md (score=0.583),Good,Pass,Correct source retrieved and answer generated.
Q093,Who is the Convenor of The Radio Club?,data/student_services/dean_students.md,dean_students_v2.md (score=0.568),Good,Pass,Correct source retrieved and answer generated.
Q094,What is the email of The Radio Club?,data/student_services/dean_students.md,dean_students_tab.md (score=0.648),Good,Pass,Correct source retrieved and answer generated.
Q095,What is Headrush and what does it do?,data/student_services/dean_students.md,dean_students_tab.md (score=0.584),Good,Pass,Correct source retrieved and answer generated.
Q096,Who is the Convenor of the Headrush Quizzing Club?,data/student_services/dean_students.md,dean_students_tab.md (score=0.679),Good,Pass,Correct source retrieved and answer generated.
Q097,What is the email of the Quizzing Club?,data/student_services/dean_students.md,ieee_student_branch_members.md (score=0.565),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q098,What does the Business Club do?,data/student_services/dean_students.md,placement_statistics_2025_26_v2.md (score=0.532),Good,Pass,Correct source retrieved and answer generated.
Q099,Who is the Convenor of the Business Club?,data/student_services/dean_students.md,dean_students_tab.md (score=0.580),Good,Pass,Correct source retrieved and answer generated.
Q100,What is the email of the Business Club?,data/student_services/dean_students.md,alumni.md (score=0.618),Good,Pass,Correct source retrieved and answer generated.
Q101,What does MSTC stand for and what events does it organize?,data/student_services/dean_students.md,dean_students_v2.md (score=0.516),Good,Pass,Correct source retrieved and answer generated.
Q102,Who is the Convenor of MSTC?,data/student_services/dean_students.md,microsoft_student_partner_msp_2017_18_from_da_iict.md (score=0.606),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q103,What is the email of MSTC?,data/student_services/dean_students.md,examination_department.md (score=0.538),Good,Pass,Correct source retrieved and answer generated.
Q104,What is Muse – The Designing Club?,data/student_services/dean_students.md,dean_students_tab.md (score=0.794),Good,Pass,Correct source retrieved and answer generated.
Q105,Who is the Convenor of Muse?,data/student_services/dean_students.md,dean_students_tab.md (score=0.636),Good,Pass,Correct source retrieved and answer generated.
Q106,What is the email of Muse?,data/student_services/dean_students.md,None,Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q107,What does CINS stand for and what does the club focus on?,data/student_services/dean_students.md,dean_students_tab.md (score=0.574),Good,Pass,Correct source retrieved and answer generated.
Q108,Who is the Convenor of the CINS Club?,data/student_services/dean_students.md,dean_students_tab.md (score=0.594),Good,Pass,Correct source retrieved and answer generated.
Q109,What is the email of CINS?,data/student_services/dean_students.md,postdoctoral_fellow_position_selc.md (score=0.574),Good,Pass,Correct source retrieved and answer generated.
Q110,What is DCEI and when was it established?,data/student_services/committees/entrepreneurship_cell.md,entrepreneurship_cell.md (score=0.717),Good,Pass,Correct source retrieved and answer generated.
Q111,What is the mission of DCEI?,data/student_services/committees/entrepreneurship_cell.md,entrepreneurship_cell.md (score=0.757),Good,Pass,Correct source retrieved and answer generated.
Q112,How many incubates has DCEI produced?,data/student_services/committees/entrepreneurship_cell.md,entrepreneurship_cell.md (score=0.673),Good,Pass,Correct source retrieved and answer generated.
Q113,Who supports DCEI financially / institutionally?,data/student_services/committees/entrepreneurship_cell.md,entrepreneurship_cell.md (score=0.618),Good,Pass,Correct source retrieved and answer generated.
Q114,How many sports facilities does DAU have in total?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.762),Good,Pass,Correct source retrieved and answer generated.
Q115,How many basketball courts does DAU have?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.676),Good,Pass,Correct source retrieved and answer generated.
Q116,How many indoor badminton courts are there on campus?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.623),Good,Pass,Correct source retrieved and answer generated.
Q117,Does DAU have a cricket field?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.639),Good,Pass,Correct source retrieved and answer generated.
Q118,What is the length of the athletic track at DAU?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.637),Good,Pass,Correct source retrieved and answer generated.
Q119,How many volleyball courts does DAU have?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.654),Good,Pass,Correct source retrieved and answer generated.
Q120,How many table tennis tables are in the DAU Table Tennis Hall?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.578),Good,Pass,Correct source retrieved and answer generated.
Q121,Does DAU have a gymnasium?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.641),Good,Pass,Correct source retrieved and answer generated.
Q122,Is there a yoga and meditation zone on the DAU campus?,data/infrastructure/sports_complex.md,dau_celebrated_international_day_of_yoga_2025.md (score=0.674),Good,Pass,Correct source retrieved and answer generated.
Q123,What are the two coaching phases for sports at DAU?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.762),Good,Pass,Correct source retrieved and answer generated.
Q124,When does Phase I of sports coaching take place at DAU?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.785),Good,Pass,Correct source retrieved and answer generated.
Q125,When does Phase II of sports coaching take place at DAU?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.803),Good,Pass,Correct source retrieved and answer generated.
Q126,What inter-collegiate tournaments does DAU participate in at state/national level?,data/infrastructure/sports_complex.md,sports_complex_v2.md (score=0.759),Good,Pass,Correct source retrieved and answer generated.
Q127,How many Halls of Residence are there at DAU?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.715),Good,Pass,Correct source retrieved and answer generated.
Q128,What are the wings in the New Men's Hall of Residence?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.494),Good,Pass,Correct source retrieved and answer generated.
Q129,What is the capacity of the New Men's Hall of Residence?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.618),Good,Pass,Correct source retrieved and answer generated.
Q130,How many wings does the old Men's Hall of Residence have?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.588),Good,Pass,Correct source retrieved and answer generated.
Q131,What is the capacity of the old Men's Hall of Residence?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.567),Good,Pass,Correct source retrieved and answer generated.
Q132,What is the total capacity of the Women's Hall of Residence?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.550),Good,Pass,Correct source retrieved and answer generated.
Q133,What wings are in the Women's Hall of Residence?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.591),Good,Pass,Correct source retrieved and answer generated.
Q134,What furniture is provided in DAU hostel rooms?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.702),Good,Pass,Correct source retrieved and answer generated.
Q135,Is internet provided in DAU hostels?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.703),Good,Pass,Correct source retrieved and answer generated.
Q136,Is hot water available in the DAU hostels?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.638),Good,Pass,Correct source retrieved and answer generated.
Q137,Is there a laundry/dhobi facility at DAU hostels?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.705),Good,Pass,Correct source retrieved and answer generated.
Q138,Are there TV rooms in DAU hostels?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.589),Good,Pass,Correct source retrieved and answer generated.
Q139,Are mattresses provided in DAU hostel rooms?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.706),Good,Pass,Correct source retrieved and answer generated.
Q140,Is hostel accommodation mandatory for B.Tech students?,data/infrastructure/halls_of_residence.md,academic_policy_da_iict.md (score=0.746),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q141,Can PG students get hostel accommodation at DAU?,data/infrastructure/halls_of_residence.md,dean_students_tab.md (score=0.772),Good,Pass,Correct source retrieved and answer generated.
Q142,Is there a mess (dining hall) inside the DAU hostel?,data/student_services/dean_students.md,food_court_v2.md (score=0.756),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q143,Is there a guest room available in the Women's hostel and for what purpose?,data/infrastructure/halls_of_residence.md,halls_of_residence_v2.md (score=0.683),Good,Pass,Correct source retrieved and answer generated.
Q144,What security arrangements exist for the Women's Hall of Residence?,data/infrastructure/halls_of_residence.md,campus_security.md (score=0.552),Good,Pass,Correct source retrieved and answer generated.
Q145,Are CCTV cameras installed in the Men's hostel?,data/student_services/dean_students.md,halls_of_residence_v2.md (score=0.653),Good,Pass,Correct source retrieved and answer generated.
Q146,Who is the Warden for the Men's Hall of Residence?,data/student_services/dean_students.md,halls_of_residence_v2.md (score=0.474),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q147,Who is the Warden for the Women's Hall of Residence?,data/student_services/dean_students.md,she_plays_women_s_sports_day_2026_at_dau.md (score=0.465),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q148,Who is the Resident Warden at DAU and what is their email?,data/student_services/dean_students.md,dean_students_v2.md (score=0.620),Good,Pass,Correct source retrieved and answer generated.
Q149,What is the contact number of the Resident Warden?,data/student_services/dean_students.md,staff_list.md (score=0.562),Good,Pass,Correct source retrieved and answer generated.
Q150,Who are the Hostel Supervisors and what are their contacts?,data/student_services/dean_students.md,halls_of_residence_v2.md (score=0.657),Good,Pass,Correct source retrieved and answer generated.
Q151,How is room allocation done for new students in the hostel?,data/student_services/rules/hostel_rules_and_regulations.md,daiict_ac_in_sites_default_files_other_files_hostel_rules_and_regulations_pdf.md (score=0.739),Good,Pass,Correct source retrieved and answer generated.
Q152,Can a student request a room change in the hostel?,data/student_services/rules/hostel_rules_and_regulations.md,daiict_ac_in_sites_default_files_other_files_hostel_rules_and_regulations_pdf.md (score=0.685),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q153,For how many years can a UG student avail hostel accommodation?,data/student_services/rules/hostel_rules_and_regulations.md,daiict_ac_in_sites_default_files_other_files_hostel_rules_and_regulations_pdf.md (score=0.688),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q154,What is the curfew (return to campus) time for hostel residents?,data/student_services/rules/hostel_rules_and_regulations.md,hostel_rules_and_regulations_v2.md (score=0.690),Good,Pass,Correct source retrieved and answer generated.
Q155,Can residents leave the campus between midnight and 6 AM?,data/student_services/rules/hostel_rules_and_regulations.md,daiict_ac_in_sites_default_files_other_files_hostel_rules_and_regulations_pdf.md (score=0.652),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q156,What must a resident do if they plan to stay outside the hostel overnight?,data/student_services/rules/hostel_rules_and_regulations.md,daiict_ac_in_sites_default_files_other_files_hostel_rules_and_regulations_pdf.md (score=0.689),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q157,Is alcohol allowed in the DAU hostel?,data/student_services/rules/hostel_rules_and_regulations.md,hostel_rules_and_regulations_v2.md (score=0.711),Good,Pass,Correct source retrieved and answer generated.
Q158,Is smoking allowed on the DAU campus?,data/student_services/rules/hostel_rules_and_regulations.md,hostel_rules_and_regulations_v2.md (score=0.699),Good,Pass,Correct source retrieved and answer generated.
Q159,Can men enter the Women's Hall of Residence?,data/student_services/rules/hostel_rules_and_regulations.md,halls_of_residence_v2.md (score=0.631),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q160,What is the fine for having someone stay in your room without permission?,data/student_services/rules/hostel_rules_and_regulations.md,daiict_ac_in_sites_default_files_other_files_hostel_rules_and_regulations_pdf.md (score=0.682),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q161,Is ragging allowed at DAU and what are the consequences?,data/student_services/rules/hostel_rules_and_regulations.md,hostel_rules_and_regulations_v2.md (score=0.824),Good,Pass,Correct source retrieved and answer generated.
Q162,Can students bring food inside the Halls of Residence?,data/student_services/rules/hostel_rules_and_regulations.md,halls_of_residence_v2.md (score=0.679),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q163,What is the fine for bringing food inside the hostel rooms?,data/student_services/rules/hostel_rules_and_regulations.md,daiict_ac_in_sites_default_files_other_files_hostel_rules_and_regulations_pdf.md (score=0.756),Good,Pass,Correct source retrieved and answer generated.
Q164,Which electrical appliances are prohibited in DAU hostel rooms?,data/student_services/rules/hostel_rules_and_regulations.md,hostel_rules_and_regulations_v2.md (score=0.738),Good,Pass,Correct source retrieved and answer generated.
Q165,Is cooking allowed in the Halls of Residence?,data/student_services/rules/hostel_rules_and_regulations.md,halls_of_residence_v2.md (score=0.711),Good,Pass,Correct source retrieved and answer generated.
Q166,Can students park 4-wheelers (cars) on the DAU campus?,data/student_services/rules/hostel_rules_and_regulations.md,hostel_rules_and_regulations_v2.md (score=0.743),Good,Pass,Correct source retrieved and answer generated.
Q167,Can students keep 2-wheelers on campus? What are the parking rules?,data/student_services/rules/hostel_rules_and_regulations.md,vehicle_rules_for_students.md (score=0.817),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q168,What happens if a student violates vehicle or traffic rules on campus for the first time?,data/student_services/rules/hostel_rules_and_regulations.md,academic_policy_da-iict_vehicle_rules_for_students.md (score=0.739),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
Q169,Are visitors allowed inside the Halls of Residence?,data/student_services/rules/hostel_rules_and_regulations.md,daiict_ac_in_sites_default_files_other_files_hostel_rules_and_regulations_pdf.md (score=0.704),Poor,Fail,Wrong source retrieved; answer generated but may be incorrect.
